Date,Communication Services,Consumer Discretionary,Consumer Staples,Energy,Financials,Health Care,Industrials,Information Technology,Materials,Real Estate,Utilities,SPY
2025-04-07,0.03927068851093749,0.022050204132146808,0.0150188513728423,0.01751386149065628,0.048983532637930226,0.0046240439721540304,0.05862187575269627,0.07323835475748229,0.03374541008015666,0.005045421029474523,0.024270450182461052,0.05672095751551498
2025-04-14,-0.0022004903849047355,-0.0011884474515240911,0.014241223672646602,0.03873268025426138,0.0007790537895774695,-0.006921170556420031,-0.005469590838943656,-0.006496004397063411,-0.00017427403364600897,0.03659818616372197,0.020393079965117522,-0.014102677500382965
2025-04-21,0.04036093466808185,0.05040177864175541,-0.010078708414180283,0.006788716931817202,0.0310992528920213,0.029553939353633853,0.03491283980743366,0.08522784376342109,0.03879237198289397,0.003115358116064291,0.006874402357200811,0.0460288740924073
2025-04-28,0.024551751956384902,0.0292831886163597,0.0024469985671259162,0.002159106160390344,0.032052429725836024,0.01735384113139068,0.04029728850609374,0.03705113096789773,0.028372074707764535,0.033889469126418915,0.016495863253583102,0.029274938622814606
2025-05-05,0.02230548772876442,0.0037045383643216725,-0.007571354208881452,0.007598403283052572,0.012849128668943763,-0.013731711704892294,0.01204512883479481,0.0173595442520082,-0.007199834114850081,-0.011194792228636669,0.0031075269500672508,-0.004269894823340725
2025-05-12,0.0371203370618312,0.0665726957037291,0.01508861610315819,0.04565906479678728,0.04547011325301575,0.023909825033771977,0.05596977075540835,0.08216903795481255,0.0397972028796999,0.01412295975183175,0.02410136325167673,0.0529113083247843
2025-05-19,-0.023070725347112308,-0.04282404713639201,-0.014122661223176613,-0.04077504088939607,-0.032508425675538154,-0.027495597401191306,-0.028780564764292742,-0.03753768780806714,-0.02466942412373321,-0.04177314131175036,-0.013269341429292356,-0.025395544016203586
2025-05-26,0.0046430856513525335,0.016559152499830268,0.012435615506256631,-0.006908984612270231,0.017548507378345835,0.016075261419093444,0.0136315209882828,0.007761089239089842,0.004289123480300066,0.0295499178372899,0.0067094871087846316,0.017751525968162873
2025-06-02,0.006753131576133717,0.011923341198291847,-0.01074680145204221,0.027808051840632623,0.012146090723133201,0.013388525760177308,0.01387731538030491,0.036904318263390294,0.019122909928475977,0.0030070745658060207,-0.011213766135293686,0.01654257691480221
2025-06-09,-0.01384154818790983,-0.02224821514732268,-0.009502845084831816,0.05620406648299711,-0.02592725259765045,0.002010422862033146,-0.015024551542089204,-0.0051127748821803536,0.0017451205303050622,0.0001751584036277563,-0.0016937723098332561,-0.0035717465205764576
2025-06-16,0.033385400800428525,0.008274334970763396,0.0033335674708321675,0.0013444814362616616,0.017003723564850387,-0.011695977345995708,-0.0016491883926333644,0.009136276728875372,-0.010960649102783049,-0.0008801232033887124,-0.00809809442188689,-0.004556175178834554
2025-06-23,0.04236310730836938,0.03597072569808669,-0.003353193304928673,-0.03348295915595021,0.035277378351655786,0.01859909075427743,0.03395240067409866,0.04017679059896996,0.022470756172417703,-0.0029321185356448185,0.011860016444921427,0.03777316219718996
2025-06-30,0.013786951967031226,0.03974484018184733,0.02978754918551133,0.01600936108963934,0.027134395227918672,0.009027811121474194,0.0247734325526592,0.03173845349778572,0.043464038542991884,0.015966526594632713,0.008032210838666743,0.01696184835378034
2025-07-07,-0.020639943966294486,0.003144501514801138,-0.010605646355796795,0.017717778243480534,-0.011832383140803199,-0.005920528065862272,0.004384901140942164,-0.018777491546217866,0.006989412611545838,0.00028019705782764045,0.0067473344118739965,-0.002750556947425098
2025-07-14,0.006574165335454798,-0.004676390680399864,-0.0014415393943947087,-0.028944372183162106,0.014273225744367832,-0.03323777694890653,0.004930737332925988,0.01748257770675522,-0.013585329257451036,0.0017885256854276587,0.01888701737833329,0.006350026990205704
2025-07-21,0.01113094658541404,0.02678426675632792,0.017416209902957724,0.0019435686533831624,0.012757255868587117,0.04617212562271557,0.024752120627441507,0.005323392973271434,0.025285965710886968,0.01816696726765641,0.015797646237091626,0.015169401325331622
2025-07-28,-0.026489946612573735,-0.02539062579207919,-0.021679413445414932,-0.018717770129355514,-0.039003683052421724,-0.04622677721702205,-0.03429991960108268,-0.021217556644133752,-0.06870117759081719,-0.04203869285180304,0.013425631511175706,-0.024140684870573748
2025-08-04,-0.022787504223553506,0.01609510234667211,0.029795216465394337,-0.007126274625407118,0.01527646507893179,0.013679211088651983,0.010669401763542209,0.008124453853306342,0.012033486491175454,-0.002719161141029049,0.0045686000686325345,0.02486657950999871
2025-08-11,0.05502731317983555,0.028898447625011658,-0.006285082574851545,0.0063172468886615925,0.010484013542164303,0.03798312440020976,0.007697316847617025,0.007775409717638487,0.021404033828580412,0.007346588107784195,-0.007941914752057657,0.00982452052560756
2025-08-18,0.01876811778485991,0.023281883459346796,0.013651526896292631,0.028874587827679796,0.021679253222122438,0.017972849575153063,0.020309741216411964,0.009233527958547236,0.030136220329800286,0.028388702543574198,0.008557348478391201,0.002906121068320777
2025-08-25,0.04212104622015851,0.0006496197285377897,-0.027122405508858655,0.02937175935098973,-0.0007251632049313185,-0.013972577525652265,-0.01178463339387419,0.006333375548384022,6.244334161069023e-05,0.0020112664103670206,-0.016101084739775815,-0.00040281072798575845
2025-09-01,0.018496834821018382,0.003986022444882995,-0.0020074624048567287,-0.026720763025704534,-0.015479894949779693,0.00615181845746731,-0.0030307791633645367,0.020472416162057947,-0.00611701094360249,0.0019540086516564707,-0.008754865488097166,0.0033949739918732735
2025-09-08,0.030874188812804078,-0.002091685839186149,-0.017461510068997346,0.010087912358870844,0.013667073227328541,-0.01306164993176656,0.004733549802710369,0.018151655049600448,-0.006298867714734129,-0.0011518792336070234,0.019684597848140112,0.0157128922196057
2025-09-15,0.007040202280009803,-0.006982081457031404,-0.012449272034451717,-0.0025048954247193877,-0.0009616428999141894,-0.005359212761355469,0.0015631569588099021,0.04013472141143498,-0.007887004219569282,-0.012521445617264376,-0.008388845267374755,0.009567983853804973
2025-09-22,0.005997812480626315,0.0011586417570363407,-0.010516596804081105,0.059084182831016525,-0.003106656008825854,-0.007852998869479969,-0.0030234961324331244,-0.0023043316119699475,-0.011576041714142752,0.005138517330317757,0.027120823855060944,-6.79798872276205e-05
2025-09-29,-0.006087172100091841,0.0011082473846036635,0.006099364765101829,-0.028135854438470442,0.0014804203973413789,0.06021148484615543,0.015538473211807445,0.02555785491947512,0.015115724767699453,0.00015652161240483023,0.021496690778068782,0.01116615413952382
2025-10-06,-0.04254798287504053,-0.054559455707499704,-0.00940837914279608,-0.053162749698101086,-0.030374590818972792,-0.028497234067186187,-0.03157681152147473,-0.03412679111242731,-0.03829895994985152,-0.03307614084983155,0.007841057976786033,-0.02419278204702513
2025-10-13,0.013041169245334784,0.0272567099026353,0.027257108237816526,0.004478469842016638,-0.0087388372499734,0.020772584765483052,0.016590186383162592,0.02970532565528803,0.01321186447532757,0.025397113424683405,0.016110213543151185,0.017411470635344983
2025-10-20,0.003930358335845985,0.01889981477323694,-0.011814923411424481,0.03364398230259917,0.020349093355279978,0.025495107002556815,0.01949732072870114,0.032962609504340254,0.030764701292142746,0.01591483366939876,-0.0007756128966660666,0.019356070768910216
2025-10-27,0.0026011661204094266,-0.03680992702933058,-0.0333787128199828,-0.002221421284545812,-0.024260298771290347,-0.019550633168081397,-0.004307192054358588,0.01472616712374927,-0.038499427604131324,-0.05213056991662749,-0.026571214664483162,0.007102174238739156
2025-11-03,-0.021455189333161817,-0.0036517340142669503,0.005205447745526207,0.03047463074566167,0.010163660028542052,0.007360359988223272,-0.007242933311154592,-0.020394406885238844,-0.0024355124259254944,0.010493537671176474,0.011110848790734476,-0.016259583114980436
2025-11-10,-0.009355955137934876,-0.004427795654133653,0.010845893883632824,0.030384218049798663,-0.0022895190820047206,0.02024113308155779,-0.013057212766040166,-0.017735850015699734,0.013130588757707288,-0.010725419656913635,-0.006178011690260665,0.0014308021887614597
2025-11-17,-0.0007571112829266784,-0.0037702845104762663,0.008027323427087998,-0.031479866293702884,-0.010254843697434712,0.01710587531230684,-0.0067962108119481055,-0.0410002751319348,-0.002425488984279266,-0.0010023146403755649,-0.00840795855829231,-0.019198340740675723
2025-11-24,0.018670341095488745,0.04091550539383911,0.02020578359417941,0.024197679830864474,0.028179322664035344,0.027727809718246944,0.029377421505230563,0.058860313176938774,0.039716428903845954,0.016687871437086436,0.025400028382168958,0.03696336253768129
2025-12-01,0.014638457274099263,0.007848087889366919,-0.0062896380110093785,0.02613633961922135,0.009678920189111609,-0.016538965797125785,0.009931023868352084,0.037995578745862416,-0.013961745154002366,-0.024127010900755752,-0.044591594103741077,0.003365588310136003
2025-12-08,0.017072926893956564,0.021531214557340316,0.01653086800882825,-0.02438188759748018,0.029491523440344933,0.0017292904617906622,0.010944360005135,-0.011557295044439834,0.025092853036770727,0.0038533788472866945,-0.00760723834405275,-0.00573140237185743
2025-12-15,-0.0019981004213494072,0.0028455315080723235,-0.008848494936840237,-0.03441886497013497,-0.0006975407076979392,3.922288092205165e-05,-0.005365450313862309,0.0053182384189056344,0.0006704112611250479,-0.0077969843675607785,-0.0040020879696445084,-0.0017161690022657883
2025-12-22,0.019636834686661667,0.00022159717709748414,-0.002934887281938844,0.004551571121446244,0.012876111662088335,0.008505942320041357,0.011871908521986503,0.010004916569243088,0.020193217186605685,0.01899999297235737,0.012210672766779698,0.017278767898060376
2025-12-29,-0.0052758854851066165,-0.010259330407512339,-0.004421323317629775,0.0329340356468332,-0.016355362058396043,-0.004670623056286075,-0.0016261059982553118,-0.01482527248204095,0.0036792322884101145,-0.005851541414904974,0.01078244990878231,-0.010343166003722759
2026-01-05,0.00334619223317207,0.04296309963745761,0.016042887065436183,0.012658176583096455,0.02254761373413133,0.030523319013101315,0.036690863764398604,0.02329784788217066,0.04880853235206907,0.009805843912519775,-0.014102014006528598,0.01595501466866245
2026-01-12,-0.020423635908733664,-0.012252330686605271,0.03325656873348526,0.017126952324887822,-0.013615290836659175,-0.0057588388535433415,0.02446227958533497,-0.0008166319535263316,0.011143170332811498,0.04102134598345248,0.02844476305782676,-0.003472281313865788
2026-01-19,0.013419857689606069,-0.0013795168149012941,0.008868661475636008,0.03922010470643441,-0.015538888430176671,0.0020520861375100375,-0.008303369856327644,-0.0012735726404680353,0.02926847166472996,-0.015336361259571607,-0.019139002502554087,-0.0035133148038901663
2026-01-26,0.0007171004429894055,-0.013000253037407804,0.008110588030899505,0.028405424076441543,-0.00043189676887291886,-0.017721340465729846,-0.0036451969732084356,-0.00876663081394383,-0.015636533288726478,-0.005412850103504484,0.014540521122000681,0.003975460654394469
